show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,country_cleaned,continent,month,day,year,difference
s2778,tv show,horace and pete,missing,,united states,2016-12-09,2016,tv-ma,1 season,"comedy, drama","horace and pete run a small family bar in the heart of brooklyn, with the help of their uncle pete. the bar has always been run by, and passed down to, a horace and a pete, cousins or brothers. the bar serves no mixed drinks, only a few types of liquor and one brand of beer, budweiser, in keeping with their commitment to having an old fashioned, traditional, family-owned bar. horace, a divorced father of a grown daughter, lives in the apartment above the bar with pete, who is single. horace and pete are battling with extended family members regarding the fate of the bar. some want to sell, others do not. various regulars come in and out, and take up their places in booths, or on barstools. the story unfolds over ten episodes, and takes place in the bar, and in the apartment above the bar. ultimately it is a story of a family and the struggles and laughs that go into running a bar for generations.",missing,north america,12,9,2016,11
s2780,tv show,scott & bailey,missing,,united kingdom,2016-11-15,2011,tv-14,5 seasons,"crime, drama, international","janet scott and rachel bailey are detective constables in a manchester major incident team. though dedicated to cracking their challenging cases, scott and bailey also have personal dramas to contend with in their lives outside the force.",missing,europe,11,15,2016,70
s2781,tv show,feed the beast,missing,,united states,2016-10-31,2016,tv-14,1 season,drama,amc's feed the beast is the story of two friends on the brink of losing everything. their pipe dream of opening an upscale restaurant in the bronx is all they have left to turn their lives around.,missing,north america,10,31,2016,9
s2782,tv show,food wars!,missing,,japan,2016-10-13,2015,tv-ma,2 seasons,"anime, comedy, drama","souma is a teenage chef who is always looking for the perfect flavors and combinations in his art, the art of cooking. so when his father suddenly closes down the family diner, his hopes of someday owning fade away. but his dad has bigger plans for him, enrolling him in a cut throat culinary school so souma can prove his worth. will he make the cut, or will his pot boil over? find out in food wars!",missing,asia,10,13,2016,21
s2783,tv show,mobile suit gundam: iron-blooded orphans,missing,,japan,2016-10-09,2015,tv-ma,2 seasons,"action, adventure, anime","there was once a great conflict known as the ""calamity war."" roughly 300 years have passed since the end of this war.the earth sphere had lost its previous governing structure, and a new world was created under new systems of government. while a temporary peace had arrived, the seeds of a new conflict were being sown in the mars sphere, far away from earth.our hero, a boy named mikazuki augus, belongs to a private security company called chryse guard security (cgs). the company accepts a mission to escort kudelia aina bernstein, a girl who seeks to liberate the martian city of chryse from the rule of one of earth’s major powers. however, the military organization gjallarhorn attacks cgs in order to nip this rebellion in the bud. cgs begins an evacuation, using mikazuki and the other children as decoys.orga itsuka, the leader of the boys, decides to take this opportunity to rise up in revolt and launch a coup d’etat against the adults who have been oppressing them. he gives mikazuki the task of repulsing gjallarhorn, and mikazuki enters battle using the gundam barbatos, a mobile suit from the calamity war era which has been serving as cgs’s power source.",missing,asia,10,9,2016,21
s2784,tv show,hello world,missing,,united states,2016-10-05,2016,tv-g,1 season,science & technology,"hello world invites the viewer to come on a journey. it's a journey that stretches across the globe to find the inventors, scientists and technologists shaping our future. each episode explores a different country and uncovers the ways in which the local culture and surroundings have influenced their approach to technology. join journalist and best-selling author ashlee vance on a quest to find the freshest, weirdest tech creations and the beautiful freaks behind them.",missing,north america,10,5,2016,9
s2786,movie,the beatles: eight days a week - the touring years,missing,,"united states, united kingdom",2016-09-17,2016,106 min,missing,"documentaries, music","academy award-winner ron howard’s highly anticipated documentary feature film about the beatles’ phenomenal early career and the incredible, profound impact the band imparted upon the music industry and the world. the film explores how john lennon, paul mccartney, george harrison and ringo starr came together to become this extraordinary phenomenon, “the beatles.” delving into their inner workings – how they made decisions, created their music and built their collective career together – all the while, exploring the beatles’ extraordinary and unique musical gifts, their remarkable personalities and the insurmountable bond between them. featuring rare and exclusive footage, the film is a musical experience that will transport audiences.",missing,multi-continent,9,17,2016,8
s2787,tv show,the aliens,missing,,united kingdom,2016-09-02,2016,tv-ma,1 season,"comedy, drama, international","aliens have landed in the uk and are now unwanted immigrants living in a walled off section of town. lewis is a border guard making sure aliens and humans remain separate, but when he discovers that he's half alien, his whole world is turned on its head.",missing,europe,9,2,2016,8
s2788,tv show,blue bloods en español,missing,,usa,2016-08-15,2010,tv-14,6 seasons,"drama, latino",blue bloods es un drama sobre una familia multi-generacional de la policía dedicada a la ciudad de nueva york la policía.,missing,north america,8,15,2016,79
s2790,tv show,elementary en español,missing,,usa,2016-08-15,2012,tv-14,4 seasons,"crime, drama, latino","elementary es protagonizada por jonny lee miller como el detective sherlock holmes y lucy liu como la dra. joan watson, en un drama actual sobre una pareja de investigadores que resuelven los casos más extraordinarios del departamento de policía de nueva york.",missing,north america,8,15,2016,55
s2792,tv show,undercover boss,missing,,united states,2016-08-15,2010,tv-pg,7 seasons,"family, reality","a two-time emmy-nominated reality series that follows high-level corporate executives as they slip anonymously into the rank-and-file of their own companies. each week, a different executive will leave the comfort of their corner office for an undercover mission to examine the inner workings of their corporation.",missing,north america,8,15,2016,79
s2793,tv show,silk,missing,,united kingdom,2016-08-02,2011,tv-14,3 seasons,"crime, drama, international","martha costello is a brilliant, passionate defense barrister with a reputation for defending the poor and downtrodden. she is about to embark on the next step of her career and apply for the highly prestigious queen's counsel.",missing,europe,8,2,2016,67
s2794,tv show,my strange addiction,missing,,united states,2016-07-01,2010,tv-pg,3 seasons,"documentaries, health & wellness, reality",my strange addiction delves into the human psyche exploring the odd things people will do to ease anxieties.,missing,north america,7,1,2016,78
s2795,tv show,married,missing,,united states,2016-06-16,2014,tv-ma,2 seasons,"comedy, sitcom","married is a half hour comedy about being miserably in love. russ (nat faxon) and lina bowman (judy greer) can barely remember what life was like before kids, debt, and suburbia rained on their romance – but every once in a while, in between the arguments about their declining sex life and who's driving carpool, they are reminded what drew them together in the first place – they're best friends. the show also features russ and lina's friend aj (brett gelman), who is recently divorced and pretending he's over his wife, and their other friend jess (jenny slate), who is married to a much older man who can't keep up with her.
married was created by andrew gurland (the virginity hit, mail order wife), who wrote and directed the pilot script and serves as executive producer/showrunner, alongside executive producers paul young and peter principato. the series is produced by fx productions.",missing,north america,6,16,2016,29
s2796,tv show,banished,missing,,united kingdom,2016-06-15,2015,tv-ma,1 season,"drama, history, international","in 1787 britain banished its unwanted citizens to sydney in australia. they found it to be so barren and hostile that very few englishmen wanted to set foot there. somehow, in spite of famine, drought, escapes, hangings and floggings, the colony thrived.",missing,europe,6,15,2016,17
