cast,continent,country,country_cleaned,date_added,day,description,difference,director,duration,duration_min,duration_season,listed_in,month,rating,release_year,show_id,title,type,year,service
"riz ahmed, billie piper, james floyd, cush jumbo, roshan seth, hannah rae, antonio aakeel, george sargeant, alexander siddig, vincent regan, barry aird",europe,united kingdom,missing,2017-07-21,21,"in moody london, a burned-out sleuth sinks into a world of corruption and murderous romance when he tackles a mysterious case of a missing sex worker.",18,pete travis,110 min,110.0,,"dramas, international movies, thrillers",7,tv-ma,2016,s6490,city of tiny lights,movie,2017,netflix
missing,europe,united kingdom,missing,2018-10-01,1,"expanding kenneth clark's 1969 ""civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time.",9,missing,1 season,,1.0,"british tv shows, docuseries",10,tv-14,2018,s6491,civilizations,tv show,2018,netflix
clarence clemons,north america,united states,missing,2019-11-14,14,this intimate documentary follows the life of legendary saxophonist clarence clemons and his spiritual awakening before his death in 2011.,10,nick mead,88 min,88.0,,"documentaries, music & musicals",11,tv-ma,2019,s6492,clarence clemons: who do i think i am?,movie,2019,netflix
"sam worthington, liam neeson, ralph fiennes, jason flemyng, gemma arterton, alexa davalos, tine stapelfeldt, mads mikkelsen, luke evans",multi-continent,"united states, united kingdom, australia",missing,2019-08-01,1,"if he is to save the life of the beautiful princess andromeda, the valiant perseus must battle a host of powerful, beastly enemies.",115,louis leterrier,106 min,106.0,,"action & adventure, sci-fi & fantasy",8,pg-13,2010,s6493,clash of the titans,movie,2019,netflix
"olivia holt, skyler gisondo, kristin chenoweth, bruce dern, nick krause, kathleen chalfant, peter maloney, rod mclachlan, hawn tran, danni wang",north america,united states,missing,2018-09-18,18,"when her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system.",8,eric stoltz,103 min,103.0,,comedies,9,tv-ma,2018,s6495,class rank,movie,2018,netflix
javed akhtar,asia,india,missing,2017-05-15,15,this documentary series explores the glamour of bollywood through the stories of the men and women who have illuminated its screens.,64,missing,1 season,,1.0,"docuseries, international tv shows",5,tv-pg,2012,s6496,classic legends,tv show,2017,netflix
donal macintyre,europe,united kingdom,missing,2017-09-17,17,crime journalist donal macintyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.,8,missing,1 season,,1.0,"british tv shows, crime tv shows, docuseries",9,tv-14,2017,s6499,click for murder,tv show,2017,netflix
clive davis,north america,united states,missing,2019-09-17,17,this music-driven documentary charts clive davis' 50-year career as one of the world's most influential record moguls.,32,chris perkel,124 min,124.0,,"documentaries, music & musicals",9,tv-ma,2017,s6500,clive davis: the soundtrack of our lives,movie,2019,netflix
"eric bana, rebecca hall, ciarán hinds, riz ahmed, anne-marie duff, kenneth cranham, julia stiles, jim broadbent, denis moschitto, barbora bobulova, jemma powell",multi-continent,"united kingdom, united states",missing,2017-10-16,16,"martin and claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.",57,john crowley,96 min,96.0,,"dramas, thrillers",10,r,2013,s6501,closed circuit,movie,2017,netflix
"tom hanks, halle berry, jim broadbent, hugo weaving, jim sturgess, doona bae, ben whishaw, keith david, james d'arcy, zhou xun",multi-continent,"germany, united states, hong kong, singapore",missing,2017-08-01,1,"in this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations.",67,"lilly wachowski, lana wachowski, tom tykwer",172 min,172.0,,"action & adventure, cult movies, dramas",8,r,2012,s6502,cloud atlas,movie,2017,netflix
"juliette binoche, kristen stewart, chloë grace moretz, lars eidinger, johnny flynn, angela winkler, hanns zischler, brady corbet",europe,"france, germany, switzerland",missing,2017-02-12,12,"a middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.",37,olivier assayas,124 min,124.0,,"dramas, international movies",2,r,2014,s6503,clouds of sils maria,movie,2017,netflix
"puttichai kasetsin, kongtoranin lalana, preechaya pongthananikorn",missing,missing,missing,2019-03-09,9,"based on a thai radio show that gives love advice to callers, this series dramatizes stories of infidelity, love triangles, sexual identity and more.",50,missing,9 seasons,,9.0,"international tv shows, romantic tv shows, tv dramas",3,tv-ma,2015,s6505,club friday the series 6,tv show,2019,netflix
"sornram tappituk, amy amika klinprathum, tanya liyah, shaun jindachote, four sakolrat wornurai, toomtam yuthana puengklarng, monchanok saengchaipiangpen, nat myria benedetti, oil thana suttikamul, view wannarot sontichai, pimthong washirakom",missing,missing,missing,2018-06-18,18,more confessional tales of love and heartbreak play out in this next installment of the popular thai tv series based on a real-life call-in radio show.,29,missing,7 seasons,,7.0,"international tv shows, romantic tv shows, tv dramas",6,tv-ma,2016,s6506,club friday the series 7,tv show,2018,netflix
"chutavuth pattarakampol, focus jirakul, sattaphong phiangphor, toni rakkaen, paula taylor, virithipa phakdeeprasong, pakkaramai potranan",missing,missing,missing,2019-02-02,2,"the eighth installment of this popular thai series, based on a real-life call-in radio show, dramatizes personal stories of romance and heartbreak.",25,missing,8 seasons,,8.0,"international tv shows, romantic tv shows, tv comedies",2,tv-ma,2017,s6507,club friday the series 8,tv show,2019,netflix
"wanida termthanaporn, apinya sakuljaroensuk, golf pichaya nitipaisankul, thassapak hsu",missing,missing,missing,2018-04-20,20,"a love triangle spirals out of control, wreaking havoc on a couple's relationship and a friendship between two women.",27,missing,1 season,,1.0,"international tv shows, romantic tv shows, tv dramas",4,tv-ma,2016,s6508,club friday to be continued - friend & enemy,tv show,2018,netflix
"puttichai kasetsin, lalana kongtoranin",missing,missing,missing,2018-04-13,13,"a change in sexual identity complicates young meen's relationships, while memories of a past romance remain fresh.",27,missing,1 season,,1.0,"international tv shows, romantic tv shows, tv comedies",4,tv-ma,2016,s6509,club friday to be continued - my beautiful tomboy,tv show,2018,netflix
"jirayu la-ongmanee, focus jirakul",missing,missing,missing,2018-04-20,20,"two young lovers vow to stay friends through thick and thin, but separation tests their bond until fate allows them to reunite.",27,missing,1 season,,1.0,"international tv shows, romantic tv shows, tv dramas",4,tv-ma,2016,s6510,club friday to be continued - the promise,tv show,2018,netflix
"sunil grover, zakir hussain, anjana sukhani, dipannita sharma, pankaj tripathi, rajesh sharma, vinod ramani, guru singh",asia,india,missing,2017-11-01,1,low tv ratings drive a well-known journalist to concoct a plan to interview a notorious underworld figure who is also a suspected terrorist.,10,vishal mishra,120 min,120.0,,"comedies, independent movies, international movies",11,tv-pg,2017,s6513,coffee with d,movie,2017,netflix
missing,north america,united states,missing,2019-09-15,15,masterful detectives utilize forensic science and criminal psychology to re-examine long-standing cases.,32,missing,1 season,,1.0,"crime tv shows, docuseries",9,tv-14,2017,s6514,cold case files,tv show,2019,netflix
"mir afsar ali, gaurav chakrabarty, tanusree chakraborty, anirban bhattacharya, ritabhari chakraborty, suchandra vaaniya, arijit dutt",asia,india,missing,2017-03-30,30,"when christopher columbus mysteriously appears in modern-day kolkata, india, two struggling young men look to him for advice on achieving success.",14,saurav palodhi,118 min,118.0,,"comedies, dramas, independent movies",3,tv-14,2016,s6516,colkatay columbus,movie,2017,netflix
"emma watson, daniel brühl, michael nyqvist, richenda carey, vicky krieps, jeanne werner, julian ovenden, august zirner, martin wuttke, stefan merki",multi-continent,"germany, france, luxembourg, united kingdom, united states",missing,2018-07-14,14,"when her boyfriend is caught up in a chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily.",42,florian gallenberger,110 min,110.0,,"dramas, independent movies, international movies",7,r,2015,s6517,colonia,movie,2018,netflix
"aaron paul, annabelle wallis, garret dillahunt, chris chalk, zachary knighton, enver gjokaj, michael kopsa, terry chen",multi-continent,"canada, united states, united kingdom",missing,2019-09-18,18,"when his photographer girlfriend vanishes, an l.a. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption.",44,zack whedon,112 min,112.0,,"dramas, thrillers",9,r,2016,s6519,come and find me,movie,2019,netflix
"scott aukerman, reggie watts",north america,united states,missing,2016-12-28,28,"scott aukerman brings his popular podcast comedy bang! bang! to television, along with his co-host and bandleader, reggie watts.",11,missing,5 seasons,,5.0,"stand-up comedy & talk shows, tv comedies",12,tv-14,2016,s6520,comedy bang! bang!,tv show,2016,netflix
"ram kapoor, gopal dutt, paritosh tripathi, krishna bhatt, jasmeet bhatia, deepak dutta, parvati sehgal, surleen kaur",missing,missing,missing,2018-07-01,1,"featuring goofy sketches and celebrity appearances, this offbeat stage show follows an assortment of oddball characters at an eccentric high school.",6,missing,1 season,,1.0,"international tv shows, tv comedies",7,tv-14,2018,s6521,comedy high school,tv show,2018,netflix
missing,north america,united states,missing,2017-05-15,15,"chronicling a 1980 titan ii missile accident, this sobering documentary weighs the balance of power and safety involving weapons of mass destruction.",4,robert kenner,92 min,92.0,,documentaries,5,tv-pg,2017,s6522,command and control,movie,2017,netflix
"analeigh tipton, jakob cedergren, marta gastini, jan bijvoet, anita kravos, valentin merlet",multi-continent,"united kingdom, canada, italy",missing,2018-10-04,4,"lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",33,craig goodwill,84 min,84.0,,"dramas, thrillers",10,tv-ma,2016,s6524,compulsion,movie,2018,netflix
missing,north america,united states,missing,2018-12-31,31,late-night talk show host conan o'brien hits the road in this special that brings him and his sense of humor to far-flung destinations.,11,missing,1 season,,1.0,"docuseries, tv comedies",12,tv-14,2018,s6525,conan without borders,tv show,2018,netflix
missing,europe,"czech republic, france",missing,2017-09-01,1,"the development of professional soccer worldwide owes a great debt to the soccer – or ""football"" – that is played on the streets of france.",20,"jesse adang, syrine boulanouar",52 min,52.0,,"documentaries, international movies, sports movies",9,tv-ma,2016,s6526,concrete football,movie,2017,netflix
"robin weigert, maggie siff, johnathan tchaikovsky, ben shenkman, janel moloney, emily kinney",north america,united states,missing,2018-08-02,2,"a lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker.",67,stacie passon,96 min,96.0,,"dramas, independent movies, lgbtq movies",8,r,2013,s6527,concussion,movie,2018,netflix
"phuong mai, quang su, hoang phuc nguyen, chi pu, tien pham, hoai an",asia,vietnam,missing,2018-08-28,28,"in the wake of her husband's betrayal, a novelist and mother moves to an old building, where she receives a music box and encounters a strange spirit.",55,van m. pham,112 min,112.0,,"horror movies, international movies, thrillers",8,tv-ma,2014,s6528,conjuring spirit,movie,2018,netflix
conor mcgregor,europe,ireland,missing,2018-03-21,21,"from making ends meet to lavish rides and fur coats, the irish mma champion grants an all-access pass to the highs – and lows – of his ascent.",14,gavin fitzgerald,90 min,90.0,,"documentaries, sports movies",3,r,2017,s6529,conor mcgregor: notorious,movie,2018,netflix
"nehir erdoğan, tardu flordun, i̇lker kaleli, serkan keskin, esra bezen bilgin, aytaç uşun, cem özeren, caner arçkan",asia,turkey,missing,2019-10-25,25,secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.,69,ozan açıktan,106 min,106.0,,"dramas, international movies, thrillers",10,tv-ma,2014,s6530,consequences ,movie,2019,netflix
