type,country,date_added,month,day,year,release_year,rating,duration_min,duration_season,difference,continent,country_cleaned,duration,listed_in,description,show_id,director,cast,title
Movie,Chile,2018-08-19,8,19,2018,2015,TV-MA,91,NA,43,South America,['Chile'],91 min,"Comedies, International Movies","When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme.",s6904,Esteban Vidal,"Fabrizio Copano, Juanita Ringeling, Fernando Alarcón, Delfina Guzmán, Paty Cofré, Andrés Rillón, Julio Jung, Nicolás Oyarzún",Héroes
Movie,Turkey,2017-03-10,3,10,2017,2013,TV-MA,100,NA,50,Asia,['Turkey'],100 min,"Comedies, International Movies","When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork.",s6905,Sermiyan Midyat,"Demet Akbağ, Sermiyan Midyat, Mahir İpek, Gülhan Tekin, Burcu Gönder, Cezmi Baskın, Renan Bilek, Ayberk Attila, Rıza Akın, Bülent Çolak",Hükümet Kadin
Movie,Turkey,2017-03-10,3,10,2017,2013,TV-14,101,NA,50,Asia,['Turkey'],101 min,"Comedies, International Movies","In 1949, with freedoms threatened, housewife Hükümet is unaware of her future life in politics as she faces off with liar and mayoral hopeful Faruk.",s6906,Sermiyan Midyat,"Demet Akbağ, Sermiyan Midyat, Mahir İpek, Gülhan Tekin, Burcu Gönder, Mine Şenhuy Teber, Osman Alkaş, Bülent Çolak, Olgun Toker, Doğukan Polat",Hükümet Kadin 2
TV Show,,2018-05-11,5,11,2018,2016,TV-MA,NA,2,28,,,2 Seasons,"International TV Shows, TV Comedies","Three comedians launch a company designed to spread happiness far and wide in this Thai sitcom packed with gags, sound effects and special guests.",s6907,,"Tuck Boriboon, Ball Chernyim, Na’Kom Chuanchuen",Ha Unlimited
Movie,India,2018-03-15,3,15,2018,2010,TV-14,138,NA,98,Asia,['India'],138 min,"Comedies, Dramas, International Movies",The son of an astrologer faces opposition from his superstitious father regarding his scheme of launching a mango business.,s6908,,"Makarand Anaspure, Madhura Velankar, Subodh Bhave",Haapus
Movie,Turkey,2018-04-04,4,4,2018,2014,TV-14,95,NA,51,Asia,['Turkey'],95 min,"Comedies, International Movies, Romantic Movies",A young woman recovering poorly from a bad romance gets a new lease on life after encountering a handsome man during a job interview.,s6909,Ali Taner Baltacı,"Büşra Pekin, Murat Boz, Cezmi Baskın, Şinasi Yurtsever, İdil Dizdar, Hülya Gülsen Irmak, Canan Özer, Şenay Bozoklar, Emrah Kaman, Müjde Uzman",Hadi İnşallah
Movie,United States,2016-03-07,3,7,2016,2015,TV-14,65,NA,14,North America,['United States'],65 min,"Action & Adventure, Sci-Fi & Fantasy",Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.,s6912,Ian Kirby,"Jen Taylor, Steve Downes, Michelle Lukes, Britt Baron, Travis Willingham, John Bently, Todd Haberkorn, Cole Jensen",Halo: The Fall of Reach
Movie,Egypt,2019-05-02,5,2,2019,2017,TV-14,79,NA,28,Africa,['Egypt'],79 min,"Comedies, International Movies","When a con man tries to retrieve a bag of money, he swoons for a woman with ties to a notorious crew of criminals.",s6915,Akram Farouk,"Hamada Helal, Yousra El Lozy, Ahmed Fathy, Mohammed Tharwat, Samia Trabelsi, Diaa El-Merghani, Abdalah Mishrif, Mohamed Metwalli, Samy Maghawry, Bayoumi Fouad, Inas al-Najjar, Taher Abu Lela",Hamza's Suitcase
Movie,United States,2020-05-06,5,6,2020,2017,R,99,NA,40,North America,['United States'],99 min,Thrillers,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman.",s6916,Johnny Martin,"Al Pacino, Karl Urban, Brittany Snow, Joe Anderson, Sarah Shahi, Sloane Warren, Chelle Ramos, Steve Coulter, Michael Rose",Hangman
Movie,United States,2018-08-25,8,25,2018,2013,TV-14,86,NA,67,North America,['United States'],86 min,Documentaries,"From Joe Berlinger, director of the ""Paradise Lost"" trilogy, comes this documentary about controversial former U.S. Treasury Secretary Henry Paulson.",s6917,Joe Berlinger,"Henry Paulson, Wendy Paulson",Hank: Five Years from the Brink
TV Show,United States,2020-06-06,6,6,2020,2015,TV-MA,NA,3,65,North America,['United States'],3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",This drama series focuses on the early years of the relationship between FBI criminal profiler Will Graham and homicidal cannibal Dr. Hannibal Lecter.,s6918,,"Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Hettienne Park, Laurence Fishburne, Scott Thompson, Aaron Abrams, Gillian Anderson, Lara Jean Chorostecki",Hannibal
Movie,United Kingdom,2018-03-01,3,1,2018,2017,TV-G,138,NA,14,Europe,['United Kingdom'],138 min,"International Movies, Music & Musicals","In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague.",s6919,Tim Van Someren,Hans Zimmer,Hans Zimmer: Live in Prague
TV Show,Taiwan,2017-01-01,1,1,2017,2013,TV-14,NA,1,48,Asia,['Taiwan'],1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","An unexpected pregnancy sends a woman back to her hometown to share a house with three nice guys. Each has problems, but each would make a great dad.",s6920,,"Tammy Chen, Kingone Wang, Hsieh Kun Da, Chuang Kai-Hsun, Jenna Wang",Happy 300 Days
Movie,United States,2018-01-01,1,1,2018,2017,TV-MA,91,NA,12,North America,['United States'],91 min,"Horror Movies, Independent Movies","On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest.",s6921,"Joe Dietsch, Louie Gibson","Martin Dingle-Wall, Ken Lally, Kenny Wormald, Connor Williams, Gary Sturm, C.J. Baker, Jeremy Lawson, Liesel Hanson, Kenneth Billings, Michael Tipps",Happy Hunting
Movie,Mexico,2017-02-08,2,8,2017,2014,NR,79,NA,37,North America,['Mexico'],79 min,"Comedies, International Movies, Romantic Movies","Desperate to break up with his clingy girlfriend, a nerdy cartoonist hires a mysterious agency to do the deed. But the agency has unusual methods.",s6922,Luis Javier M. Henaine,"Luis Arrieta, Cassandra Ciangherotti, Humberto Busto, Iván Arana, Bárbara de Regil, Miguel Rodarte",Happy Times
TV Show,United Kingdom,2016-03-16,3,16,2016,2016,TV-MA,NA,2,2,Europe,['United Kingdom'],2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","Yorkshire police sergeant Catherine Cawood pursues the man who assaulted her late daughter, unaware he is now part of a secret kidnapping plot.",s6923,,"Sarah Lancashire, Siobhan Finneran, Charlie Murphy, James Norton, George Costigan, Karl Davies, Shane Zaza, Steve Pemberton, Joe Armstrong, Adam Long, Rick Warden, Rhys Connah, Katherine Kelly",Happy Valley
TV Show,United States,2016-07-01,7,1,2016,2015,TV-MA,NA,1,18,North America,['United States'],1 Season,"TV Comedies, TV Dramas","A middle-aged adman is shaken up by his new boss, a 25-year-old who advises him to ""rebrand"" himself. Is it possible, or is this as good as he'll get?",s6924,,"Steve Coogan, Kathryn Hahn, Sawyer Shipman, Bradley Whitford",Happyish
Movie,United Kingdom,2017-09-06,9,6,2017,2015,TV-MA,79,NA,32,Europe,['United Kingdom'],79 min,"Dramas, Independent Movies",A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.,s6925,"Robert Osman, Nathanael Wiseman","Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills",Hard Tide
Movie,"Russia, United States, China",2020-08-01,8,1,2020,2015,R,96,NA,67,Multi-Continent,"['Russia', ' United States', ' China']",96 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Shot entirely like a first-person shooter video game, this film tracks Henry, a cyborg racing to save his wife from a villain with paranormal powers.",s6926,Ilya Naishuller,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Andrey Dementiev, Dasha Charusha, Svetlana Ustinova, Tim Roth, Ilya Naishuller",Hardcore Henry
Movie,United States,2018-11-25,11,25,2018,2015,TV-14,95,NA,46,North America,['United States'],95 min,Documentaries,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits.",s6930,Daniel Raim,"Harold Michelson, Lillian Michelson, Mel Brooks, Francis Ford Coppola, Danny DeVito",Harold and Lillian: A Hollywood Love Story
TV Show,United Kingdom,2019-02-01,2,1,2019,2014,TV-14,NA,1,61,Europe,['United Kingdom'],1 Season,"British TV Shows, Crime TV Shows, Docuseries","Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman.",s6931,,Harold Shipman,Harold Shipman - Driven to Kill
Movie,"United States, Canada",2018-04-15,4,15,2018,2010,TV-G,87,NA,99,North America,"['United States', ' Canada']",87 min,"Children & Family Movies, Comedies",Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.,s6932,Ron Oliver,"Jennifer Stone, Kristin Booth, Wesley Morgan, Doug Murray, Shauna MacDonald, Jason Blicker, Jayne Eastwood, Melinda Shankar, Alexander Conti, Vanessa Morgan",Harriet the Spy: Blog Wars
TV Show,Malaysia,2017-10-15,10,15,2017,2017,TV-Y7,NA,1,9,Asia,['Malaysia'],1 Season,"Kids' TV, TV Comedies",A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.,s6933,Ah Loong,,Harry & Bunnie
Movie,United States,2017-01-15,1,15,2017,2015,TV-PG,83,NA,24,North America,['United States'],83 min,"Documentaries, Sports Movies","With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper.",s6934,Ron Davis,Harry DeLeyer,Harry and Snowman
Movie,United States,2017-05-01,5,1,2017,2016,NR,90,NA,16,North America,['United States'],90 min,Documentaries,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities.",s6935,"Justin Bare, Matthew Miele",Harry Benson,Harry Benson: Shoot First
TV Show,United States,2015-12-15,12,15,2015,2014,TV-PG,NA,4,23,North America,['United States'],4 Seasons,"TV Comedies, TV Dramas",Fast-talking city girl Zoe Hart winds up patching up the locals of a tiny town in the Deep South when she inherits a medical practice in Alabama.,s6936,,"Rachel Bilson, Jaime King, Cress Williams, Wilson Bethel, Scott Porter, Tim Matheson, Kaitlyn Black, Ross Philips",Hart of Dixie
TV Show,Indonesia,2017-08-21,8,21,2017,2015,TV-14,NA,1,31,Asia,['Indonesia'],1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Sparks of both passion and contempt fly when a self-sufficient architect is forced to work with a snobbish industrialist.,s6938,,"Saharul Ridzwan, Mia Ahmad, Hafreez Adam, Hafeez Mikhail, Nadzmi Adhwa, Bella Nazari",Hati Perempuan
Movie,United States,2018-01-02,1,2,2018,2017,TV-MA,89,NA,12,North America,['United States'],89 min,"Documentaries, Horror Movies","This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned.",s6939,Jon Schnitzer,,Haunters: The Art of the Scare
Movie,United States,2019-03-01,3,1,2019,2018,TV-MA,99,NA,14,North America,['United States'],99 min,"Horror Movies, Independent Movies","When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history.",s6940,Brant Sersen,"Jacob Artist, Jayson Blair, Shanley Caswell, Claudia Lee, Ashton Moio, Cameron Moulene, Molly Tarlov, Chester Rushing",Haunting on Fraternity Row
Movie,Australia,2019-02-01,2,1,2019,2017,TV-MA,86,NA,25,Oceania,['Australia'],86 min,"Documentaries, International Movies",This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.,s6941,Eddie Martin,Anthony Lister,Have You Seen the Listers?
TV Show,"Canada, United States",2015-09-08,9,8,2015,2015,TV-14,NA,5,8,North America,"['Canada', ' United States']",5 Seasons,"Classic & Cult TV, TV Horror, TV Mysteries","Residents of Haven, Maine, are plagued by supernatural afflictions. To reveal the truth, FBI agent Audrey Parker must delve into her own strange past.",s6942,,"Emily Rose, Lucas Bryant, Nicholas Campbell, Eric Balfour, Richard Donat, John Dunsworth, Maurice Dean Wint, Adam Copeland",Haven
Movie,United States,2017-06-10,6,10,2017,2016,TV-MA,85,NA,17,North America,['United States'],85 min,"Horror Movies, Thrillers","An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted.""",s6943,Andrew C. Erin,"Julie Benz, Belle Shouse, Josh Stamberg, Danielle Harris, Douglas Tait, Matt Lasky, Dendrie Taylor, Toby Huss, Jennifer Blanc, Fionnula Flanagan",Havenhurst
Movie,"Ireland, United States",2020-03-01,3,1,2020,2011,R,93,NA,110,Multi-Continent,"['Ireland', ' United States']",93 min,Action & Adventure,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.,s6944,Steven Soderbergh,"Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Antonio Banderas, Mathieu Kassovitz, Michael Angarano, Michael Douglas, Anthony Brandon Wong",Haywire
Movie,"United States, United Arab Emirates",2018-06-01,6,1,2018,2015,PG-13,89,NA,41,Multi-Continent,"['United States', ' United Arab Emirates']",89 min,Documentaries,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts.",s6945,Davis Guggenheim,Malala Yousafzai,He Named Me Malala
Movie,United States,2019-01-12,1,12,2019,2018,R,89,NA,12,North America,['United States'],89 min,"Horror Movies, Thrillers","While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath.",s6946,Quinn Lasher,"Yvonne Strahovski, Anna Pniowsky, Abigail Pniowsky, Ryan McDonald, Justin Bruening, Julian Bailey",He's Out There
Movie,United States,2019-09-13,9,13,2019,2018,TV-MA,90,NA,20,North America,['United States'],90 min,"Horror Movies, Independent Movies",A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.,s6947,Elle Callahan,"Isaac Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",Head Count
Movie,United States,2019-02-01,2,1,2019,2017,TV-14,107,NA,25,North America,['United States'],107 min,Documentaries,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.",s6949,Kelly Noonan,"Kelly Noonan, Deepak Chopra, Michael Beckwith, Joe Dispenza, Dr. Jeffrey Thompson, Gregg Braden, Joan Borysenko, Marianne Williamson",Heal
Movie,United States,2018-01-01,1,1,2018,2017,TV-MA,87,NA,12,North America,['United States'],87 min,Thrillers,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",s6951,Chris Sivertson,"Aubrey Peeples, Keir Gilchrist, Peter Facinelli, Felicity Price, Ione Skye, Jimmy Bennett, Taylor Dearden",Heartthrob
TV Show,Canada,2018-06-22,6,22,2018,2018,TV-MA,NA,2,5,North America,['Canada'],2 Seasons,"International TV Shows, Reality TV","In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe.",s6952,,Dave Pettitt,Heavy Rescue: 401
Movie,"United States, China",2019-04-01,4,1,2019,2016,PG,94,NA,39,Multi-Continent,"['United States', ' China']",94 min,Children & Family Movies,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat.",s6953,Huang Jianming,"Anthony Padilla, Ian Hecox, Jenn McAllister, Jon Heder, Chevy Chase",Hedgehogs
TV Show,"United States, Canada",2018-11-10,11,10,2018,2015,TV-MA,NA,1,46,North America,"['United States', ' Canada']",1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet.",s6954,,"Billy Campbell, Hiroyuki Sanada, Kyra Zagorsky, Mark Ghanimé, Meegwun Fairbrother, Jordan Hayes, Neil Napier, Matt Long, Severn Thompson, Jeri Ryan, Catherine Lemieux",Helix
